intersection_id,tollgate_id,time_window,avg_travel_time
B,3,"""[2016-10-15 09:00:00,2016-10-15 09:20:00)""",123.572
B,3,"""[2016-10-15 09:20:00,2016-10-15 09:40:00)""",116.589636364
B,3,"""[2016-10-15 09:40:00,2016-10-15 10:00:00)""",108.547222222
B,3,"""[2016-10-16 08:00:00,2016-10-16 08:20:00)""",102.958909091
B,3,"""[2016-10-16 08:20:00,2016-10-16 08:40:00)""",111.726727273
B,3,"""[2016-10-16 08:40:00,2016-10-16 09:00:00)""",112.216363636
B,3,"""[2016-10-16 09:00:00,2016-10-16 09:20:00)""",115.657818182
B,3,"""[2016-10-16 09:20:00,2016-10-16 09:40:00)""",125.631636364
B,3,"""[2016-10-16 09:40:00,2016-10-16 10:00:00)""",107.067636364
B,3,"""[2016-10-17 08:00:00,2016-10-17 08:20:00)""",114.649454545
B,3,"""[2016-10-17 08:20:00,2016-10-17 08:40:00)""",109.428
B,3,"""[2016-10-17 08:40:00,2016-10-17 09:00:00)""",135.301090909
B,3,"""[2016-10-17 09:00:00,2016-10-17 09:20:00)""",126.278181818
B,3,"""[2016-10-17 09:20:00,2016-10-17 09:40:00)""",150.527818182
B,3,"""[2016-10-17 09:40:00,2016-10-17 10:00:00)""",131.792909091
C,1,"""[2016-10-11 08:00:00,2016-10-11 08:20:00)""",153.63
C,1,"""[2016-10-11 08:20:00,2016-10-11 08:40:00)""",155.039555556
C,1,"""[2016-10-11 08:40:00,2016-10-11 09:00:00)""",161.502222222
C,1,"""[2016-10-11 09:00:00,2016-10-11 09:20:00)""",189.758928571
C,1,"""[2016-10-11 09:20:00,2016-10-11 09:40:00)""",176.211111111
C,1,"""[2016-10-11 09:40:00,2016-10-11 10:00:00)""",163.895333333
C,1,"""[2016-10-12 08:00:00,2016-10-12 08:20:00)""",180.5825
C,1,"""[2016-10-12 08:20:00,2016-10-12 08:40:00)""",154.998571429
C,1,"""[2016-10-12 08:40:00,2016-10-12 09:00:00)""",155.819111111
C,1,"""[2016-10-12 09:00:00,2016-10-12 09:20:00)""",167.579642857
C,1,"""[2016-10-12 09:20:00,2016-10-12 09:40:00)""",156.539777778
C,1,"""[2016-10-12 09:40:00,2016-10-12 10:00:00)""",173.352777778
C,1,"""[2016-10-13 08:00:00,2016-10-13 08:20:00)""",159.028095238
C,1,"""[2016-10-13 08:20:00,2016-10-13 08:40:00)""",166.642857143
C,1,"""[2016-10-13 08:40:00,2016-10-13 09:00:00)""",161.886785714
C,1,"""[2016-10-13 09:00:00,2016-10-13 09:20:00)""",172.416222222
C,1,"""[2016-10-13 09:20:00,2016-10-13 09:40:00)""",185.023928571
C,1,"""[2016-10-13 09:40:00,2016-10-13 10:00:00)""",160.177142857
C,1,"""[2016-10-14 08:00:00,2016-10-14 08:20:00)""",153.871785714
C,1,"""[2016-10-14 08:20:00,2016-10-14 08:40:00)""",153.461333333
C,1,"""[2016-10-14 08:40:00,2016-10-14 09:00:00)""",150.154727273
C,1,"""[2016-10-14 09:00:00,2016-10-14 09:20:00)""",170.824285714
C,1,"""[2016-10-14 09:20:00,2016-10-14 09:40:00)""",158.279444444
C,1,"""[2016-10-14 09:40:00,2016-10-14 10:00:00)""",159.126666667
C,1,"""[2016-10-15 08:00:00,2016-10-15 08:20:00)""",163.9
C,1,"""[2016-10-15 08:20:00,2016-10-15 08:40:00)""",184.738444444
C,1,"""[2016-10-15 08:40:00,2016-10-15 09:00:00)""",172.355833333
C,1,"""[2016-10-15 09:00:00,2016-10-15 09:20:00)""",167.801555556
C,1,"""[2016-10-15 09:20:00,2016-10-15 09:40:00)""",214.863888889
C,1,"""[2016-10-15 09:40:00,2016-10-15 10:00:00)""",170.305555556
C,1,"""[2016-10-16 08:00:00,2016-10-16 08:20:00)""",159.647090909
C,1,"""[2016-10-16 08:20:00,2016-10-16 08:40:00)""",152.055714286
C,1,"""[2016-10-16 08:40:00,2016-10-16 09:00:00)""",145.393333333
C,1,"""[2016-10-16 09:00:00,2016-10-16 09:20:00)""",152.468333333
C,1,"""[2016-10-16 09:20:00,2016-10-16 09:40:00)""",167.792
C,1,"""[2016-10-16 09:40:00,2016-10-16 10:00:00)""",180.655833333
C,1,"""[2016-10-17 08:00:00,2016-10-17 08:20:00)""",161.038545455
C,1,"""[2016-10-17 08:20:00,2016-10-17 08:40:00)""",164.337555556
C,1,"""[2016-10-17 08:40:00,2016-10-17 09:00:00)""",148.741555556
C,1,"""[2016-10-17 09:00:00,2016-10-17 09:20:00)""",152.146666667
C,1,"""[2016-10-17 09:20:00,2016-10-17 09:40:00)""",158.368888889
C,1,"""[2016-10-17 09:40:00,2016-10-17 10:00:00)""",140.555277778
C,3,"""[2016-10-11 08:00:00,2016-10-11 08:20:00)""",132.216190476
C,3,"""[2016-10-11 08:20:00,2016-10-11 08:40:00)""",169.266
C,3,"""[2016-10-11 08:40:00,2016-10-11 09:00:00)""",204.04
C,3,"""[2016-10-11 09:00:00,2016-10-11 09:20:00)""",138.933
C,3,"""[2016-10-11 09:20:00,2016-10-11 09:40:00)""",148.104666667
C,3,"""[2016-10-11 09:40:00,2016-10-11 10:00:00)""",172.848666667
C,3,"""[2016-10-12 08:00:00,2016-10-12 08:20:00)""",152.205333333
C,3,"""[2016-10-12 08:20:00,2016-10-12 08:40:00)""",191.958095238
C,3,"""[2016-10-12 08:40:00,2016-10-12 09:00:00)""",225.22952381
C,3,"""[2016-10-12 09:00:00,2016-10-12 09:20:00)""",198.437
C,3,"""[2016-10-12 09:20:00,2016-10-12 09:40:00)""",180.142666667
C,3,"""[2016-10-12 09:40:00,2016-10-12 10:00:00)""",171.776428571
C,3,"""[2016-10-13 08:00:00,2016-10-13 08:20:00)""",125.63
C,3,"""[2016-10-13 08:20:00,2016-10-13 08:40:00)""",145.029333333
C,3,"""[2016-10-13 08:40:00,2016-10-13 09:00:00)""",188.285
C,3,"""[2016-10-13 09:00:00,2016-10-13 09:20:00)""",270.965
C,3,"""[2016-10-13 09:20:00,2016-10-13 09:40:00)""",178.314285714
C,3,"""[2016-10-13 09:40:00,2016-10-13 10:00:00)""",162.833809524
C,3,"""[2016-10-14 08:00:00,2016-10-14 08:20:00)""",142.88
C,3,"""[2016-10-14 08:20:00,2016-10-14 08:40:00)""",200.018333333
C,3,"""[2016-10-14 08:40:00,2016-10-14 09:00:00)""",170.498
C,3,"""[2016-10-14 09:00:00,2016-10-14 09:20:00)""",173.46
C,3,"""[2016-10-14 09:20:00,2016-10-14 09:40:00)""",193.416666667
C,3,"""[2016-10-14 09:40:00,2016-10-14 10:00:00)""",189.31
C,3,"""[2016-10-15 08:00:00,2016-10-15 08:20:00)""",129.839
C,3,"""[2016-10-15 08:20:00,2016-10-15 08:40:00)""",178.801071429
C,3,"""[2016-10-15 08:40:00,2016-10-15 09:00:00)""",187.241333333
C,3,"""[2016-10-15 09:00:00,2016-10-15 09:20:00)""",175.713888889
C,3,"""[2016-10-15 09:20:00,2016-10-15 09:40:00)""",170.993809524
C,3,"""[2016-10-15 09:40:00,2016-10-15 10:00:00)""",189.544
C,3,"""[2016-10-16 08:00:00,2016-10-16 08:20:00)""",165.643809524
C,3,"""[2016-10-16 08:20:00,2016-10-16 08:40:00)""",143.838666667
C,3,"""[2016-10-16 08:40:00,2016-10-16 09:00:00)""",134.788666667
C,3,"""[2016-10-16 09:00:00,2016-10-16 09:20:00)""",169.9175
C,3,"""[2016-10-16 09:20:00,2016-10-16 09:40:00)""",170.249285714
C,3,"""[2016-10-16 09:40:00,2016-10-16 10:00:00)""",177.671111111
C,3,"""[2016-10-17 08:00:00,2016-10-17 08:20:00)""",174.48
C,3,"""[2016-10-17 08:20:00,2016-10-17 08:40:00)""",174.936666667
C,3,"""[2016-10-17 08:40:00,2016-10-17 09:00:00)""",218.202
C,3,"""[2016-10-17 09:00:00,2016-10-17 09:20:00)""",174.194761905
C,3,"""[2016-10-17 09:20:00,2016-10-17 09:40:00)""",194.991071429
C,3,"""[2016-10-17 09:40:00,2016-10-17 10:00:00)""",135.206
A,2,"""[2016-10-11 17:00:00,2016-10-11 17:20:00)""",69.3947272727
A,2,"""[2016-10-11 17:20:00,2016-10-11 17:40:00)""",68.1327272727
A,2,"""[2016-10-11 17:40:00,2016-10-11 18:00:00)""",68.4207272727
A,2,"""[2016-10-11 18:00:00,2016-10-11 18:20:00)""",73.6787272727
A,2,"""[2016-10-11 18:20:00,2016-10-11 18:40:00)""",61.5923636364
A,2,"""[2016-10-11 18:40:00,2016-10-11 19:00:00)""",61.012
A,2,"""[2016-10-12 17:00:00,2016-10-12 17:20:00)""",78.0770909091
A,2,"""[2016-10-12 17:20:00,2016-10-12 17:40:00)""",68.8390909091
A,2,"""[2016-10-12 17:40:00,2016-10-12 18:00:00)""",73.2285454545
A,2,"""[2016-10-12 18:00:00,2016-10-12 18:20:00)""",73.824
A,2,"""[2016-10-12 18:20:00,2016-10-12 18:40:00)""",56.4025454545
A,2,"""[2016-10-12 18:40:00,2016-10-12 19:00:00)""",62.8558181818
A,2,"""[2016-10-13 17:00:00,2016-10-13 17:20:00)""",70.1794545455
A,2,"""[2016-10-13 17:20:00,2016-10-13 17:40:00)""",80.204
A,2,"""[2016-10-13 17:40:00,2016-10-13 18:00:00)""",71.7650909091
A,2,"""[2016-10-13 18:00:00,2016-10-13 18:20:00)""",68.2674545455
A,2,"""[2016-10-13 18:20:00,2016-10-13 18:40:00)""",59.0594545455
A,2,"""[2016-10-13 18:40:00,2016-10-13 19:00:00)""",68.5285454545
A,2,"""[2016-10-14 17:00:00,2016-10-14 17:20:00)""",82.7192727273
A,2,"""[2016-10-14 17:20:00,2016-10-14 17:40:00)""",80.7610909091
A,2,"""[2016-10-14 17:40:00,2016-10-14 18:00:00)""",84.7590909091
A,2,"""[2016-10-14 18:00:00,2016-10-14 18:20:00)""",78.2925454545
A,2,"""[2016-10-14 18:20:00,2016-10-14 18:40:00)""",76.2989090909
A,2,"""[2016-10-14 18:40:00,2016-10-14 19:00:00)""",79.5476363636
A,2,"""[2016-10-15 17:00:00,2016-10-15 17:20:00)""",65.0572727273
A,2,"""[2016-10-15 17:20:00,2016-10-15 17:40:00)""",73.0212727273
A,2,"""[2016-10-15 17:40:00,2016-10-15 18:00:00)""",65.9527272727
A,2,"""[2016-10-15 18:00:00,2016-10-15 18:20:00)""",59.2916363636
A,2,"""[2016-10-15 18:20:00,2016-10-15 18:40:00)""",66.2267272727
A,2,"""[2016-10-15 18:40:00,2016-10-15 19:00:00)""",60.9410909091
A,2,"""[2016-10-16 17:00:00,2016-10-16 17:20:00)""",66.3310909091
A,2,"""[2016-10-16 17:20:00,2016-10-16 17:40:00)""",61.1532727273
A,2,"""[2016-10-16 17:40:00,2016-10-16 18:00:00)""",68.1843636364
A,2,"""[2016-10-16 18:00:00,2016-10-16 18:20:00)""",59.4710909091
A,2,"""[2016-10-16 18:20:00,2016-10-16 18:40:00)""",60.4890909091
A,2,"""[2016-10-16 18:40:00,2016-10-16 19:00:00)""",74.2110909091
A,2,"""[2016-10-17 17:00:00,2016-10-17 17:20:00)""",61.1030909091
A,2,"""[2016-10-17 17:20:00,2016-10-17 17:40:00)""",58.1769090909
A,2,"""[2016-10-17 17:40:00,2016-10-17 18:00:00)""",60.9350909091
A,2,"""[2016-10-17 18:00:00,2016-10-17 18:20:00)""",61.1289090909
A,2,"""[2016-10-17 18:20:00,2016-10-17 18:40:00)""",72.828
A,2,"""[2016-10-17 18:40:00,2016-10-17 19:00:00)""",59.8687272727
A,3,"""[2016-10-11 17:00:00,2016-10-11 17:20:00)""",115.816363636
A,3,"""[2016-10-11 17:20:00,2016-10-11 17:40:00)""",114.584909091
A,3,"""[2016-10-11 17:40:00,2016-10-11 18:00:00)""",110.164727273
A,3,"""[2016-10-11 18:00:00,2016-10-11 18:20:00)""",109.726727273
A,3,"""[2016-10-11 18:20:00,2016-10-11 18:40:00)""",115.288
A,3,"""[2016-10-11 18:40:00,2016-10-11 19:00:00)""",111.003272727
A,3,"""[2016-10-12 17:00:00,2016-10-12 17:20:00)""",117.058
A,3,"""[2016-10-12 17:20:00,2016-10-12 17:40:00)""",121.585454545
A,3,"""[2016-10-12 17:40:00,2016-10-12 18:00:00)""",115.089090909
A,3,"""[2016-10-12 18:00:00,2016-10-12 18:20:00)""",114.632181818
A,3,"""[2016-10-12 18:20:00,2016-10-12 18:40:00)""",134.614181818
A,3,"""[2016-10-12 18:40:00,2016-10-12 19:00:00)""",117.787272727
A,3,"""[2016-10-13 17:00:00,2016-10-13 17:20:00)""",116.278545455
A,3,"""[2016-10-13 17:20:00,2016-10-13 17:40:00)""",106.714363636
A,3,"""[2016-10-13 17:40:00,2016-10-13 18:00:00)""",111.151272727
A,3,"""[2016-10-13 18:00:00,2016-10-13 18:20:00)""",104.326222222
A,3,"""[2016-10-13 18:20:00,2016-10-13 18:40:00)""",105.892444444
A,3,"""[2016-10-13 18:40:00,2016-10-13 19:00:00)""",120.606363636
A,3,"""[2016-10-14 17:00:00,2016-10-14 17:20:00)""",111.395272727
A,3,"""[2016-10-14 17:20:00,2016-10-14 17:40:00)""",115.642909091
A,3,"""[2016-10-14 17:40:00,2016-10-14 18:00:00)""",117.270545455
A,3,"""[2016-10-14 18:00:00,2016-10-14 18:20:00)""",121.778181818
A,3,"""[2016-10-14 18:20:00,2016-10-14 18:40:00)""",117.08
A,3,"""[2016-10-14 18:40:00,2016-10-14 19:00:00)""",119.822
A,3,"""[2016-10-15 17:00:00,2016-10-15 17:20:00)""",150.454
A,3,"""[2016-10-15 17:20:00,2016-10-15 17:40:00)""",127.872
A,3,"""[2016-10-15 17:40:00,2016-10-15 18:00:00)""",128.639818182
A,3,"""[2016-10-15 18:00:00,2016-10-15 18:20:00)""",113.470545455
A,3,"""[2016-10-15 18:20:00,2016-10-15 18:40:00)""",124.742
A,3,"""[2016-10-15 18:40:00,2016-10-15 19:00:00)""",112.186909091
A,3,"""[2016-10-16 17:00:00,2016-10-16 17:20:00)""",116.889333333
A,3,"""[2016-10-16 17:20:00,2016-10-16 17:40:00)""",130.937454545
A,3,"""[2016-10-16 17:40:00,2016-10-16 18:00:00)""",117.663555556
A,3,"""[2016-10-16 18:00:00,2016-10-16 18:20:00)""",97.4274545455
A,3,"""[2016-10-16 18:20:00,2016-10-16 18:40:00)""",109.148545455
A,3,"""[2016-10-16 18:40:00,2016-10-16 19:00:00)""",109.475636364
A,3,"""[2016-10-17 17:00:00,2016-10-17 17:20:00)""",106.318666667
A,3,"""[2016-10-17 17:20:00,2016-10-17 17:40:00)""",99.738
A,3,"""[2016-10-17 17:40:00,2016-10-17 18:00:00)""",116.962727273
A,3,"""[2016-10-17 18:00:00,2016-10-17 18:20:00)""",115.43
A,3,"""[2016-10-17 18:20:00,2016-10-17 18:40:00)""",130.530909091
A,3,"""[2016-10-17 18:40:00,2016-10-17 19:00:00)""",122.351111111
B,1,"""[2016-10-11 17:00:00,2016-10-11 17:20:00)""",115.86952381
B,1,"""[2016-10-11 17:20:00,2016-10-11 17:40:00)""",101.395714286
B,1,"""[2016-10-11 17:40:00,2016-10-11 18:00:00)""",118.424285714
B,1,"""[2016-10-11 18:00:00,2016-10-11 18:20:00)""",120.318666667
