intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",140.36
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",192.68
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",276.98
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",242.85
A,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",269.83
A,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",250.81
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",160.08
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",151.1
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",194.58
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0.0
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0.0
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0.0
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",133.41
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",150.22
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",135.28
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",121.01
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",132.87
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",109.12
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",111.74
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",116.58
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",97.36
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",92.89
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",100.86
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",123.64
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",100.23
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",121.56
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",115.9
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",113.04
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",148.5
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",133.61
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",186.78
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",116.65
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",172.15
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",101.78
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",187.47
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",127.96
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0.0
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",128.75
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",71.89
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",177.11
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",104.33
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0.0
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",212.31
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0.0
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0.0
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",151.44
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",115.11
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",155.41
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",151.02
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",108.87
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0.0
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",173.37
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",125.44
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",162.56
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0.0
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0.0
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0.0
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",92.82
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",78.81
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",131.89
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",75.11
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",96.02
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",184.72
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",124.46
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",151.87
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0.0
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0.0
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",138.98
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",98.59
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",113.69
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",87.16
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",104.42
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",98.76
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",100.37
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",104.52
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",80.92
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",141.51
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",293.2
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",125.76
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",141.33
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",176.08
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",165.29
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",127.38
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",117.83
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",182.66
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",127.68
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",134.42
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",114.74
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",142.06
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",170.11
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",107.11
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0.0
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0.0
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0.0
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0.0
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0.0
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",126.73
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",217.6
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",121.92
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",161.56
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",113.62
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",137.22
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",157.78
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",60.5
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",92.48
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",153.16
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",144.09
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0.0
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",36.31
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",149.99
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",16.61
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",98.77
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",101.02
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",272.87
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",108.82
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",100.64
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",138.42
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",161.58
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",170.83
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",140.35
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",151.39
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",129.1
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0.0
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",200.87
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",164.52
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0.0
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",237.4
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",305.51
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",152.86
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",276.13
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",199.87
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",171.96
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0.0
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",146.07
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0.0
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",185.85
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",180.06
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",168.4
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",158.32
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",222.62
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",190.78
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",153.19
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",125.64
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",132.52
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",212.6
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",202.14
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0.0
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",223.59
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",216.41
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0.0
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",151.95
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",124.05
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",193.09
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",179.22
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",162.27
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",209.95
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",153.63
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",183.6
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",120.05
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",173.78
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",176.07
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0.0
C,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",120.73
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",143.37
C,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0.0
C,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0.0
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0.0
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",139.7
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",155.16
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",273.14
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",229.15
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0.0
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0.0
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",102.43
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0.0
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",166.15
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0.0
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0.0
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0.0
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0.0
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0.0
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0.0
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0.0
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0.0
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",271.93
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",266.31
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",109.62
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",171.84
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",203.9
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",213.74
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",229.88
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0.0
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",207.95
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0.0
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0.0
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",200.73
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",160.21
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",265.28
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0.0
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0.0
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",266.68
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0.0
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",229.44
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0.0
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",105.39
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",83.83
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",65.67
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",85.11
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",50.57
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",65.07
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",50.16
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",81.35
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",75.48
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",67.89
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",85.1
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",78.33
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",58.46
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",103.07
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",90.96
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",63.41
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",59.08
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",86.53
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",75.99
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",94.22
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",121.91
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",69.64
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",98.93
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",64.42
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",65.64
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",91.22
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",62.96
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",49.85
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",94.12
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",73.52
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",73.28
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",62.3
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",61.27
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",63.81
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",53.88
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",104.46
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",65.09
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",96.96
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",58.27
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",61.96
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",68.63
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",51.47
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",182.46
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",114.1
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",102.47
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",99.14
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",109.12
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",132.73
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",108.08
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",168.57
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",123.79
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",114.3
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",102.69
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",202.54
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",128.38
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",113.58
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",101.22
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",110.38
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",104.78
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",120.05
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",117.13
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",132.75
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",105.02
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",153.13
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",116.88
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",111.73
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",120.12
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",167.78
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",133.97
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",98.03
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",121.86
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",123.08
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",100.98
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",137.12
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",132.75
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",101.38
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",91.93
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",102.05
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",139.69
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",117.23
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",120.3
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",139.27
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",180.11
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",149.5
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0.0
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0.0
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0.0
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0.0
B,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",382.03
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0.0
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0.0
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0.0
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0.0
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0.0
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0.0
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0.0
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0.0
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0.0
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",113.75
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0.0
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0.0
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0.0
B,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",29.71
B,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0.0
B,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",83.02
B,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",124.97
B,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0.0
B,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0.0
B,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0.0
B,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",94.35
B,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",117.85
B,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",152.09
B,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0.0
B,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",110.63
B,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0.0
B,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",125.93
B,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",106.86
B,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0.0
B,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",120.78
B,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0.0
B,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",170.39
B,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0.0
B,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0.0
B,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0.0
B,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",87.6
